GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,AD38E001,AD38E002,AD38E003,AD38E004,AD38E005,AD39E001,AD39E002,AD39E003,AD39E004,AD39E005,AD39E006,AD4AE001,AD4AE002,AD4AE003,AD4AE004,AD4AE005,AD4AE006,AD4BE001,NAME_M,AD38M001,AD38M002,AD38M003,AD38M004,AD38M005,AD39M001,AD39M002,AD39M003,AD39M004,AD39M005,AD39M006,AD4AM001,AD4AM002,AD4AM003,AD4AM004,AD4AM005,AD4AM006,AD4BM001
"G0101330","2011-2015",,,"Alabama","01","Winston County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,"Winston County, Alabama",14289,26002,41257,66787,114770,8234,20088,33277,53231,110261,188582,3.66,8.92,14.78,23.65,48.98,20.94,0.4552,"Winston County, Alabama",1226,2167,2289,3439,9639,1004,1221,2114,2759,11658,42121,0.44,0.62,1.06,1.46,3.04,3.83,0.0308
"G0200130","2011-2015",,,"Alaska","02","Aleutians East Borough","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Aleutians East Borough, Alaska",28478,52162,73095,104118,164196,17040,39961,61754,86571,150832,204066,4.78,11.22,17.34,24.31,42.35,14.32,0.3743,"Aleutians East Borough, Alaska",2600,1968,3391,8273,2241,2202,3948,3763,4941,8467,16498,0.60,0.91,0.72,0.79,1.48,1.09,0.0177
"G0200160","2011-2015",,,"Alaska","02","Aleutians West Census Area","016",,,,,,,,,,,,,,,,,,,,,,,,,,,"Aleutians West Census Area, Alaska",40065,72050,96225,139885,220125,22334,53653,84108,116132,198389,278909,4.71,11.30,17.72,24.47,41.80,14.69,0.3711,"Aleutians West Census Area, Alaska",4513,6751,3841,8346,15734,2501,4252,3684,5449,9188,18030,0.43,0.62,0.45,0.53,1.22,0.81,0.0145
"G0200200","2011-2015",,,"Alaska","02","Anchorage Municipality","020",,,,,,,,,,,,,,,,,,,,,,,,,,,"Anchorage Municipality, Alaska",37717,63766,95390,141916,235614,21455,50080,78892,116012,231710,400707,4.31,10.05,15.84,23.29,46.51,20.11,0.4225,"Anchorage Municipality, Alaska",1271,1613,1887,2745,7546,933,1235,1657,2052,8764,26875,0.18,0.24,0.29,0.39,0.88,0.98,0.0095
"G0200500","2011-2015",,,"Alaska","02","Bethel Census Area","050",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bethel Census Area, Alaska",22545,41244,64288,100875,175958,13286,31496,51917,80293,151551,211305,4.04,9.59,15.80,24.44,46.13,16.08,0.4205,"Bethel Census Area, Alaska",1582,2035,2844,2772,8281,985,1807,2927,3953,9263,18290,0.29,0.44,0.70,0.89,1.57,1.11,0.0141
"G0200600","2011-2015",,,"Alaska","02","Bristol Bay Borough","060",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bristol Bay Borough, Alaska",39200,66188,94143,126125,189469,20795,52444,79763,109896,176475,250251,4.73,11.94,18.15,25.01,40.17,14.24,0.3571,"Bristol Bay Borough, Alaska",16196,6340,9062,16000,42043,4551,6131,7272,10067,32038,67196,1.16,1.63,1.18,1.06,3.81,2.65,0.0465
"G0200680","2011-2015",,,"Alaska","02","Denali Borough","068",,,,,,,,,,,,,,,,,,,,,,,,,,,"Denali Borough, Alaska",39500,71417,95150,125750,197172,19611,54270,82114,106382,182812,271758,4.41,12.19,18.44,23.90,41.06,15.26,0.3633,"Denali Borough, Alaska",6245,11625,10788,19368,36974,5394,8395,7650,7922,29691,84765,1.07,1.45,1.40,1.57,3.68,3.82,0.0416
"G0200700","2011-2015",,,"Alaska","02","Dillingham Census Area","070",,,,,,,,,,,,,,,,,,,,,,,,,,,"Dillingham Census Area, Alaska",21544,43300,66542,105429,181479,12691,32238,54154,84316,165962,250394,3.63,9.23,15.50,24.13,47.50,17.92,0.4377,"Dillingham Census Area, Alaska",2160,3967,5836,6804,18986,1297,3634,3352,5331,12586,31432,0.38,0.74,0.70,0.98,1.85,1.75,0.0187
"G0200900","2011-2015",,,"Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairbanks North Star Borough, Alaska",33766,58177,84761,129166,198902,19130,45478,71123,103433,193102,304982,4.43,10.52,16.45,23.93,44.67,17.64,0.4026,"Fairbanks North Star Borough, Alaska",2153,2229,2907,5244,8517,1479,1987,2375,3852,10347,32248,0.31,0.43,0.46,0.60,1.29,1.46,0.0145
"G0201000","2011-2015",,,"Alaska","02","Haines Borough","100",,,,,,,,,,,,,,,,,,,,,,,,,,,"Haines Borough, Alaska",30444,45422,72481,113304,214442,18304,37013,59921,90312,175078,258104,4.81,9.72,15.74,23.73,46.00,16.95,0.4124,"Haines Borough, Alaska",2566,10352,13692,16427,74200,4096,5655,12360,14805,35437,35736,1.11,1.36,2.37,1.79,4.52,2.51,0.0426
"G0201050","2011-2015",,,"Alaska","02","Hoonah-Angoon Census Area","105",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hoonah-Angoon Census Area, Alaska",23885,41935,68607,99192,175143,14890,32623,54248,83539,150412,206055,4.44,9.72,16.16,24.88,44.80,15.34,0.4063,"Hoonah-Angoon Census Area, Alaska",3318,4396,7167,7679,14475,2538,4038,5754,6261,13047,15994,0.72,1.07,1.10,0.82,2.54,1.11,0.0293
"G0201100","2011-2015",,,"Alaska","02","Juneau City and Borough","110",,,,,,,,,,,,,,,,,,,,,,,,,,,"Juneau City and Borough, Alaska",43058,72702,99873,140078,225829,24294,59283,85638,119039,223523,379292,4.75,11.58,16.73,23.26,43.68,18.53,0.3878,"Juneau City and Borough, Alaska",3607,3548,4804,5616,18596,2022,3281,3184,3989,30227,113804,0.43,0.79,1.04,1.42,3.32,4.48,0.0352
"G0201220","2011-2015",,,"Alaska","02","Kenai Peninsula Borough","122",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenai Peninsula Borough, Alaska",25468,51237,78608,117428,191268,14560,37458,64347,95949,178277,277194,3.73,9.59,16.47,24.56,45.64,17.74,0.4226,"Kenai Peninsula Borough, Alaska",1446,2082,3212,4029,10318,944,1935,2296,3111,8527,30124,0.21,0.40,0.50,0.59,1.24,1.58,0.0132
"G0201300","2011-2015",,,"Alaska","02","Ketchikan Gateway Borough","130",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ketchikan Gateway Borough, Alaska",29797,51075,80804,117281,201938,17728,40127,64505,97007,181523,280460,4.42,10.01,16.09,24.20,45.28,17.49,0.4110,"Ketchikan Gateway Borough, Alaska",1663,2110,3077,4167,11199,1386,2291,3670,3832,12701,34577,0.36,0.55,0.76,0.73,1.82,1.71,0.0187
"G0201500","2011-2015",,,"Alaska","02","Kodiak Island Borough","150",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kodiak Island Borough, Alaska",30902,56266,86762,116742,205719,17996,42845,71102,101265,181709,290811,4.34,10.33,17.14,24.41,43.79,17.52,0.3988,"Kodiak Island Borough, Alaska",2895,4669,5727,13710,47191,2440,4177,6115,5246,20327,59399,0.62,0.91,1.20,1.09,2.80,2.87,0.0301
"G0201580","2011-2015",,,"Alaska","02","Kusilvak Census Area","158",,,,,,,,,,,,,,,,,,,,,,,,,,,"Kusilvak Census Area, Alaska",18441,31980,46714,73177,125236,10000,25287,38603,58888,109181,156928,4.13,10.45,15.95,24.34,45.12,16.21,0.4082,"Kusilvak Census Area, Alaska",1080,1438,2354,3385,8797,955,1559,1753,3066,6720,10441,0.42,0.44,0.58,0.58,1.33,0.85,0.0142
"G0201640","2011-2015",,,"Alaska","02","Lake and Peninsula Borough","164",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake and Peninsula Borough, Alaska",20273,38188,57231,95857,164542,12350,29230,48831,73256,152701,239922,3.90,9.24,15.43,23.16,48.27,18.96,0.4403,"Lake and Peninsula Borough, Alaska",2890,3650,4486,7552,13224,1526,2651,4861,6939,17173,54404,0.53,0.74,1.15,1.43,2.80,3.62,0.0294
"G0201700","2011-2015",,,"Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,,,,,,,,,,,,,,,,"Matanuska-Susitna Borough, Alaska",31373,59804,86667,126363,199321,16838,45194,73111,104440,186438,284354,3.95,10.61,17.16,24.52,43.76,16.69,0.3997,"Matanuska-Susitna Borough, Alaska",1308,1871,1735,2925,5824,1035,1352,1622,2333,6224,16619,0.21,0.26,0.29,0.32,0.67,0.67,0.0075
"G0201800","2011-2015",,,"Alaska","02","Nome Census Area","180",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nome Census Area, Alaska",21560,37500,62583,101848,168990,11683,29639,49053,80857,152847,215273,3.61,9.15,15.14,24.95,47.16,16.61,0.4361,"Nome Census Area, Alaska",978,2440,4977,5671,6386,1229,1620,2448,3919,7852,18332,0.37,0.47,0.52,0.74,1.27,1.11,0.0137
"G0201850","2011-2015",,,"Alaska","02","North Slope Borough","185",,,,,,,,,,,,,,,,,,,,,,,,,,,"North Slope Borough, Alaska",32109,57843,90471,135375,214475,17660,43615,73073,113489,194150,268728,4.00,9.87,16.53,25.68,43.93,15.20,0.4047,"North Slope Borough, Alaska",4262,8100,8824,18085,17884,3777,5957,7395,8627,16076,27474,0.72,0.95,0.97,0.95,2.31,1.27,0.0270
"G0201880","2011-2015",,,"Alaska","02","Northwest Arctic Borough","188",,,,,,,,,,,,,,,,,,,,,,,,,,,"Northwest Arctic Borough, Alaska",27780,51560,79148,121895,188213,15589,39004,64320,99748,173277,240035,3.98,9.95,16.41,25.45,44.21,15.31,0.4067,"Northwest Arctic Borough, Alaska",2458,1867,5242,5755,10411,1695,2687,3121,5092,11217,24396,0.40,0.50,0.56,0.73,1.37,1.15,0.0150
"G0201950","2011-2015",,,"Alaska","02","Petersburg Borough","195",,,,,,,,,,,,,,,,,,,,,,,,,,,"Petersburg Borough, Alaska",23300,53694,85048,123682,187136,13836,39516,67744,103471,192152,305716,3.32,9.48,16.26,24.83,46.11,18.34,0.4318,"Petersburg Borough, Alaska",5590,5377,9863,12003,15854,1796,5772,6660,6669,16399,50157,0.37,1.01,0.97,0.90,2.28,2.49,0.0258
"G0201980","2011-2015",,,"Alaska","02","Prince of Wales-Hyder Census Area","198",,,,,,,,,,,,,,,,,,,,,,,,,,,"Prince of Wales-Hyder Census Area, Alaska",20521,37604,62066,103615,159750,12535,29170,48745,81824,146144,212354,3.94,9.16,15.31,25.70,45.90,16.67,0.4270,"Prince of Wales-Hyder Census Area, Alaska",1873,2941,3558,4610,11911,1504,2133,3352,4920,6760,17507,0.44,0.52,0.67,0.78,1.65,1.34,0.0176
"G0202200","2011-2015",,,"Alaska","02","Sitka City and Borough","220",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sitka City and Borough, Alaska",33051,60546,85752,118717,189333,17063,46839,71219,100086,177865,267468,4.14,11.34,17.24,24.23,43.05,16.19,0.3876,"Sitka City and Borough, Alaska",4173,3546,4350,8541,19018,3052,4058,4616,5391,13349,31570,0.63,0.70,0.78,0.70,1.69,1.43,0.0198
"G0202300","2011-2015",,,"Alaska","02","Skagway Municipality","230",,,,,,,,,,,,,,,,,,,,,,,,,,,"Skagway Municipality, Alaska",44125,60654,81132,119833,173083,26242,52859,69641,98118,160573,227131,6.44,12.97,17.09,24.08,39.41,13.94,0.3282,"Skagway Municipality, Alaska",5984,4932,4341,10618,34046,4607,3580,5811,9431,18579,42855,1.10,0.80,0.96,1.24,2.69,2.08,0.0324
"G0202400","2011-2015",,,"Alaska","02","Southeast Fairbanks Census Area","240",,,,,,,,,,,,,,,,,,,,,,,,,,,"Southeast Fairbanks Census Area, Alaska",24658,50570,78186,104702,185546,14325,36750,63752,89318,156407,214962,3.97,10.19,17.68,24.77,43.38,14.91,0.3958,"Southeast Fairbanks Census Area, Alaska",5087,4774,3795,5147,29176,1973,4777,5094,4736,12419,20613,0.46,0.99,0.92,0.81,2.03,1.38,0.0223
"G0202610","2011-2015",,,"Alaska","02","Valdez-Cordova Census Area","261",,,,,,,,,,,,,,,,,,,,,,,,,,,"Valdez-Cordova Census Area, Alaska",25805,61490,93333,131774,231250,14284,43821,77730,110852,197507,281349,3.22,9.87,17.50,24.96,44.46,15.83,0.4138,"Valdez-Cordova Census Area, Alaska",8100,7896,12378,14010,44194,3179,8098,7555,8248,23395,31676,0.64,1.49,1.09,1.19,2.80,1.40,0.0318
"G0202750","2011-2015",,,"Alaska","02","Wrangell City and Borough","275",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wrangell City and Borough, Alaska",22280,40353,62977,93773,180813,14077,29655,49692,78533,141897,210335,4.49,9.45,15.83,25.02,45.21,16.75,0.4135,"Wrangell City and Borough, Alaska",2221,4124,8100,6359,48786,2072,3996,5002,6187,13706,22001,0.62,1.04,1.04,1.07,2.64,1.39,0.0271
"G0202820","2011-2015",,,"Alaska","02","Yakutat City and Borough","282",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yakutat City and Borough, Alaska",30000,53500,80000,110000,152188,20026,41288,69443,93091,141487,185359,5.48,11.30,19.01,25.48,38.73,12.68,0.3405,"Yakutat City and Borough, Alaska",6966,9185,9213,16505,20729,3255,7386,11781,12283,17071,25052,0.73,1.18,1.36,1.16,2.16,1.27,0.0266
"G0202900","2011-2015",,,"Alaska","02","Yukon-Koyukuk Census Area","290",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yukon-Koyukuk Census Area, Alaska",15653,28885,50981,85400,142375,8956,21534,39162,65936,126890,181822,3.41,8.20,14.92,25.12,48.34,17.32,0.4531,"Yukon-Koyukuk Census Area, Alaska",715,1988,3620,4401,9892,729,1187,1977,3024,5127,11532,0.24,0.37,0.51,0.54,0.98,0.81,0.0104
"G0400010","2011-2015",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Apache County, Arizona",10133,23250,40661,65648,111925,4593,16155,31793,51811,103267,160131,2.21,7.78,15.31,24.95,49.74,19.28,0.4793,"Apache County, Arizona",560,1303,1407,2544,4867,336,818,1309,2067,5776,16723,0.16,0.36,0.49,0.60,1.19,1.46,0.0120
"G0400030","2011-2015",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cochise County, Arizona",17542,34603,56503,91873,161340,9446,26128,45228,72025,143699,222320,3.19,8.81,15.25,24.29,48.46,18.74,0.4532,"Cochise County, Arizona",890,1426,1776,4226,6948,640,1000,1402,2355,6572,16901,0.19,0.32,0.38,0.52,0.98,1.08,0.0101
"G0400050","2011-2015",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Coconino County, Arizona",19018,39083,62874,101067,182666,9617,29043,50426,80865,173723,304863,2.80,8.45,14.67,23.53,50.55,22.18,0.4780,"Coconino County, Arizona",1229,1723,2413,2423,11050,677,1197,1789,2251,10505,35860,0.20,0.37,0.57,0.71,1.57,1.96,0.0159
"G0400070","2011-2015",,,"Arizona","04","Gila County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gila County, Arizona",17561,31450,47777,77394,122797,9266,23968,39632,60635,115836,176715,3.72,9.61,15.89,24.32,46.46,17.72,0.4284,"Gila County, Arizona",1498,2094,2409,2905,4865,889,1285,1893,3228,6618,19173,0.36,0.44,0.52,0.72,1.52,1.62,0.0166
"G0400090","2011-2015",,,"Arizona","04","Graham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Graham County, Arizona",18123,36744,56385,83691,137231,9115,26936,45715,70786,126792,194040,3.26,9.64,16.37,25.34,45.39,17.37,0.4271,"Graham County, Arizona",2209,2429,4467,3138,6832,1396,2272,2524,2999,7409,19576,0.45,0.61,0.55,0.64,1.49,1.31,0.0168
"G0400110","2011-2015",,,"Arizona","04","Greenlee County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenlee County, Arizona",24102,41688,61881,91261,141570,14025,32817,51326,74551,135206,207253,4.55,10.66,16.67,24.21,43.91,16.83,0.3955,"Greenlee County, Arizona",2795,2446,4255,8255,13031,2257,2913,4003,5389,13248,40196,0.62,0.70,1.04,1.20,2.29,2.65,0.0244
"G0400120","2011-2015",,,"Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,,,,,,,,,,"La Paz County, Arizona",16106,27829,42031,62164,106775,9790,21854,34609,52222,99707,160706,4.49,10.02,15.86,23.94,45.70,18.41,0.4147,"La Paz County, Arizona",2103,3432,3704,2780,7332,1002,2331,3789,4389,9025,22003,0.44,0.78,1.05,1.08,2.11,2.01,0.0214
"G0400130","2011-2015",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Maricopa County, Arizona",23520,43075,67819,107526,195336,12438,33192,54684,85781,185643,325055,3.35,8.93,14.71,23.08,49.94,21.86,0.4645,"Maricopa County, Arizona",236,300,483,591,1739,170,230,326,441,1563,5203,0.04,0.05,0.07,0.11,0.20,0.26,0.0021
"G0400150","2011-2015",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mohave County, Arizona",18140,31066,46949,72444,127119,10294,24475,38568,58474,121999,207918,4.06,9.64,15.19,23.04,48.06,20.48,0.4382,"Mohave County, Arizona",670,747,1072,2289,5673,480,690,904,1495,5651,17866,0.17,0.27,0.37,0.54,1.07,1.32,0.0106
"G0400170","2011-2015",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Navajo County, Arizona",13197,26915,46780,73053,132485,6164,20031,36243,58970,121336,200409,2.55,8.25,14.93,24.29,49.98,20.64,0.4766,"Navajo County, Arizona",742,907,1693,2337,7469,610,874,1390,1755,7983,25607,0.23,0.36,0.57,0.73,1.55,1.95,0.0157
"G0400190","2011-2015",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pima County, Arizona",19380,36121,57951,92736,167659,10419,27429,46357,73654,161862,285483,3.26,8.58,14.50,23.04,50.62,22.32,0.4726,"Pima County, Arizona",389,569,751,1089,2818,245,414,560,704,2671,8610,0.08,0.12,0.16,0.21,0.45,0.52,0.0047
"G0400210","2011-2015",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pinal County, Arizona",22552,40098,59698,87974,146415,11529,31160,49392,72559,136202,214835,3.83,10.36,16.42,24.12,45.27,17.85,0.4148,"Pinal County, Arizona",790,963,1169,1670,6260,620,813,969,1255,4325,13796,0.20,0.23,0.27,0.34,0.79,0.92,0.0087
"G0400230","2011-2015",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, Arizona",15766,30228,50839,78491,143449,8511,22675,40027,63133,130566,208651,3.22,8.56,15.11,23.83,49.28,19.69,0.4613,"Santa Cruz County, Arizona",1818,1618,2532,3651,10382,955,1535,2627,3002,12082,37676,0.38,0.58,0.80,1.00,2.11,2.63,0.0215
"G0400250","2011-2015",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yavapai County, Arizona",20354,35853,54784,82979,147150,11663,27745,45046,67303,138259,231788,4.02,9.57,15.53,23.21,47.67,19.98,0.4352,"Yavapai County, Arizona",881,904,1132,2538,6627,536,823,1054,1342,4252,13899,0.16,0.23,0.30,0.38,0.77,0.95,0.0082
"G0400270","2011-2015",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuma County, Arizona",18885,32420,50513,78263,137108,10585,25868,40925,62918,129815,217627,3.92,9.58,15.15,23.29,48.06,20.14,0.4398,"Yuma County, Arizona",783,901,1552,2272,7081,467,767,1121,1580,5010,14786,0.16,0.26,0.38,0.43,0.97,1.05,0.0098
"G0500010","2011-2015",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Arkansas County, Arkansas",16950,30241,45515,71959,143738,9215,23480,37088,55888,138784,261886,3.48,8.88,14.02,21.13,52.48,24.76,0.4816,"Arkansas County, Arkansas",1776,2011,2084,7229,7286,1195,1974,2249,3645,16669,54787,0.42,0.75,0.93,1.26,2.78,3.72,0.0294
"G0500030","2011-2015",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ashley County, Arkansas",15015,28081,44146,72821,122758,8416,20695,35010,57171,125642,223222,3.41,8.38,14.18,23.15,50.88,22.60,0.4754,"Ashley County, Arkansas",1415,3017,3073,5744,12278,1172,1966,2291,3608,16145,54383,0.48,0.80,0.98,1.48,3.08,4.06,0.0322
"G0500050","2011-2015",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Baxter County, Arkansas",17120,28493,43848,68832,120193,10583,22537,35715,54679,123323,237825,4.29,9.13,14.47,22.15,49.96,24.09,0.4574,"Baxter County, Arkansas",1165,1400,1828,2646,9132,856,1197,1666,2256,15030,53985,0.45,0.70,0.95,1.27,3.07,4.06,0.0333
"G0500070","2011-2015",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Benton County, Arkansas",26595,45999,68962,109184,203082,15588,36311,56673,86508,186266,319265,4.09,9.52,14.86,22.68,48.84,20.93,0.4442,"Benton County, Arkansas",889,707,1460,2175,6521,657,832,1032,1637,5738,18027,0.16,0.22,0.25,0.39,0.74,0.87,0.0075
"G0500090","2011-2015",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Arkansas",18399,31398,47214,73426,136341,10536,24758,38885,58911,129634,223114,4.01,9.42,14.80,22.42,49.34,21.23,0.4482,"Boone County, Arkansas",1101,1501,2529,3130,11405,972,1409,1754,2609,10015,29630,0.36,0.55,0.73,0.92,2.15,2.19,0.0212
"G0500110","2011-2015",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bradley County, Arkansas",13017,25982,42219,75333,131583,6654,19351,33560,55633,125839,221073,2.76,8.03,13.92,23.08,52.21,22.93,0.4928,"Bradley County, Arkansas",1731,2526,2701,9883,18898,1371,1908,3091,5229,19915,63384,0.59,0.78,1.27,1.80,3.75,4.69,0.0375
"G0500130","2011-2015",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Arkansas",15138,29375,45708,74924,125932,9459,21208,37365,58948,114026,151201,3.92,8.80,15.50,24.46,47.31,15.68,0.4338,"Calhoun County, Arkansas",1848,5465,3755,6322,3211,1436,3412,4484,5784,13310,20617,0.65,1.09,1.33,1.21,2.80,1.79,0.0283
"G0500150","2011-2015",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Arkansas",18144,30872,44949,67821,121495,10978,23752,37345,54848,114098,190888,4.56,9.85,15.49,22.76,47.34,19.80,0.4240,"Carroll County, Arkansas",2162,3380,3512,5933,15468,1166,2026,2338,3304,11234,31689,0.43,0.71,0.78,1.03,2.26,2.38,0.0232
"G0500170","2011-2015",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chicot County, Arkansas",10882,21438,38030,65406,120307,5788,15833,28970,51092,131874,266577,2.48,6.78,12.40,21.88,56.46,28.53,0.5403,"Chicot County, Arkansas",1148,1846,4129,5222,25357,1039,1630,2589,4032,28920,101883,0.56,1.09,1.67,2.56,5.36,7.48,0.0542
"G0500190","2011-2015",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Arkansas",13685,27123,43389,75262,129631,7079,20002,34883,57725,126869,222284,2.87,8.11,14.15,23.41,51.46,22.54,0.4856,"Clark County, Arkansas",1494,2226,4502,5079,14829,1204,1948,2349,4006,11578,38597,0.43,0.65,0.81,1.42,2.46,3.03,0.0239
"G0500210","2011-2015",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Arkansas",13791,26071,41497,65125,109131,8653,19628,32667,52745,104432,169155,3.97,9.00,14.98,24.18,47.88,19.39,0.4427,"Clay County, Arkansas",1169,1041,3169,3237,8034,790,1573,2326,2906,9654,31677,0.38,0.62,0.84,1.05,2.13,2.80,0.0223
"G0500230","2011-2015",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleburne County, Arkansas",17866,33353,51970,79710,157208,11313,24998,42983,64650,150915,285304,3.85,8.48,14.58,21.92,51.17,24.19,0.4717,"Cleburne County, Arkansas",1560,3398,2298,3704,10744,828,1924,2437,3376,17499,56757,0.34,0.66,0.88,1.23,2.70,3.44,0.0275
"G0500250","2011-2015",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cleveland County, Arkansas",18991,33903,52361,80771,136750,10232,25804,42985,65315,130957,211344,3.72,9.37,15.61,23.73,47.57,19.19,0.4387,"Cleveland County, Arkansas",2335,4199,3271,4481,18265,2161,2461,3239,4828,13832,38118,0.78,0.79,0.99,1.11,2.52,2.63,0.0289
"G0500270","2011-2015",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Arkansas",13138,27974,48833,85236,136672,7343,19155,36956,64666,121976,174442,2.94,7.66,14.78,25.86,48.77,17.44,0.4656,"Columbia County, Arkansas",1310,3279,4656,6135,8517,1437,2479,3073,4328,6359,12339,0.51,0.75,0.82,1.04,2.02,1.18,0.0210
"G0500290","2011-2015",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Conway County, Arkansas",15324,29334,50510,82087,145742,8953,22485,38686,62948,134748,221230,3.34,8.40,14.44,23.50,50.31,20.65,0.4685,"Conway County, Arkansas",1635,1790,2573,6724,14576,977,1699,2805,3511,11566,32807,0.36,0.56,0.85,1.01,2.15,2.23,0.0207
"G0500310","2011-2015",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Craighead County, Arkansas",17635,33306,53193,86009,156354,9873,25244,42821,67862,150015,266192,3.34,8.53,14.48,22.94,50.71,22.50,0.4733,"Craighead County, Arkansas",1113,1451,1619,1858,6092,695,1046,1531,2219,10209,34399,0.27,0.45,0.57,0.72,1.71,2.19,0.0181
"G0500330","2011-2015",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Arkansas",18161,33810,50176,75210,128254,10555,25850,41768,61056,130492,237033,3.92,9.58,15.49,22.64,48.38,21.97,0.4437,"Crawford County, Arkansas",1311,2385,1777,3612,5140,808,1561,1914,2312,11738,42846,0.28,0.57,0.74,1.11,2.27,3.04,0.0231
